last update,admin1,admin2,admin3,admin4,pcode_sites,governorate,district,sub_district,community,"cluster ",site_name,gps_coordinates,site_type,site_size,total_idp_individuals,total_idp_families,male_infants,female_infants,males_7_months_4_years,females_7_months_4_years,males_5_12_years,females_5_12_years,males_13_17_years,females_13_17_years,males_18_35_years,females_18_35_years,males_over_60_years,females_over_60_years,main_source_of_population_info,specify_source_of_pop_info,original_place_of_idps,governorate_first_origin,district_first_origin,subdistrict_first_origin,governorate_second_origin,district_second_origin,subdistrict_second_origin,governorate_third_origin,district_third_origin,subdistrict_third_origin,what_are_the_reasons_of_displacement,specify_other_reasons_of_displacement,is_there_only_a_single_manager,is_there_a_camp_committee,type_of_the_committee,specify_type_of_committee,percent_of_women_in_committee,percent_of_youth_in_committee,percent_of_elderly_in_committee,is_the_land_public_or_private,do_idps_pay_rent_or_perform_services,lighting_on_main_roads,lighting_in_paths_between_tents,camp_fenced,does_camp_need_fence,why_need_fence,main_roads_paved,main_roads_gravelled,paths_between_tents_paved,gravelling_underneath_tents,heating_in_idp_accomodations,what_type_power_source_available,specify_type_of_power_source_available,is_power_source_needed_in_site,what_type_power_source_needed,specify_type_of_power_source_needed,number_of_firebreaks,number_of_play_ground,number_of_multi_purp_building,designated_room_for_girls_women,is_there_a_child_friendly_space,designated_distribution_point,mobile_phone_coverage,internet_coverage,main_safety_concerns_for_idps,specify_main_safety_concerns,number_of_pregnant_women,number_of_person_with_disabilities,number_of_person_with_mental_disabilities,number_of_elderly_need_assistance,number_of_unaccompanied_children_under_17,number_of_separated_children_under_17,number_of_female_headed_hhs,number_of_children_headed_hhs,number_of_acute_or_chronically_ill_people,has_there_been_any_uxo_in_site,has_there_been_any_uxo_nearby_site,is_there_any_friction_with_host_community,is_there_any_food_distribution,type_of_food_distributed,specify_type_of_food,frequency_of_food_distribution,specify_other_frequency,what_meals_provided_in_a_day,how_much_kcal,percent_of_idps_assisted_with_food,idps_mainly_get_their_food_from,specify_source_of_food,number_of_communal_kitchens,type_and_number_of_shelters,specify_type_of_shelter,number_of_tents,number_of_caravans,number_of_makeshift_tents,number_of_buildings,number_of_mud_shelters,number_of_communal_tents,specify_number_of_other_shelter,number_of_families_without_shelter,number_of_shelters_need_repair,number_of_shelters_in_flood_prone,percent_of_idps_with_one_blanket,percent_of_person_with_mattress,percent_of_families_with_kitchen_sets,percent_of_families_with_cooking_stoves,percent_of_families_with_20l_water_container,is_there_any_fuel_distribution,what_type_fuel_distributed,how_much_fuel_provided_per_family,what_is_fuel_used_for,main_sources_of_drinking_water,specify_main_source_of_water,number_of_litres_of_water_per_person_per_day,number_of_functioning_latrines_segregated,number_of_functioning_latrines_for_male_only,number_of_functioning_latrines_for_female_only,number_of_functioning_private_latrines,number_of_functioning_segregated_showers_baths,number_of_functioning_showers_baths_male_only,number_of_functioning_showers_baths_female_only,number_of_functioning_private_bathing_facilities,number_of_hand_or_clothes_washing_station,latrine_doors_can_be_locked,lighting_in_or_near_latrines,number_of_water_tanks,water_tanks_capacity,number_of_septic_tanks,capacity_of_septic_tanks_overall,number_of_functional_water_points,is_there_any_drainage_ducts_along_roads,is_there_any_additional_drainage_ducts,is_there_any_drainage_among_tents,mainline_sewer_connection,main_means_of_solid_waste_disposal,specify_the_main_waste_disposal,is_first_aid_responders_available,is_pharmacy_or_dispensary_available,reproductive_healthcare,primary_health_care_within_2_km_available,in_the_last_2_weeks_idps_experiencing_diarrhea,in_the_last_2_weeks_idps_experiencing_fever,in_the_last_2_weeks_idps_experiencing_skin_diseases,in_the_last_2_weeks_idps_experiencing_respiratory_illness,did_the_camp_have_a_death_last_30_days,distance_in_kilometers_to_nearest_school,percent_of_school_aged_children_going_school_6_17,is_there_a_primary_school,classroom_setting_in_primary_school,specify_classroom_setting_in_primary_school,number_of_classrooms_in_primary_school,number_of_teachers_in_primary_school,number_of_students_in_primary_school,is_there_a_secondary_school,classroom_setting_in_secondary_school,specify_classroom_setting_in_secondary_school,number_of_classrooms_in_secondary_school,number_of_teachers_in_secondary_school,number_of_students_in_secondary_school,is_there_educational_activities_available,specify_type_of_educational_activities,geopoint_latitude,geopoint_longitude
April 2018,SY07,SY0703,SY070301,C4131,CP000304,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Liyajlikum/ لأجلكم,"Bara`m Al Thawra/ براعم الثورة ","36.336282732,36.721884884",IS,0,1066,247,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,yes,community_representatives youth_committee,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,1_25_percent,1_25_percent,yes,0,26_50_percent,76_99_percent,51_75_percent,1_25_percent,do_not_know,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,no,yes,food_baskets,0,monthly,0,0,2100,do_not_know,local_ngo,0,0,tents,0,266,0,0,0,0,0,0,0,100,0,do_not_know,do_not_know,do_not_know,do_not_know,76_99_percent,do_not_know,0,0,0,trucked_water_purchased,0,27,2,10,10,0,0,0,0,0,0,yes,yes,2,4.5,2,0,0,yes,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.336282732,36.721884884
April 2018,SY07,SY0703,SY070301,C4131,CP000305,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Liyajlikum/ لأجلكم,"Farajak Yarab/ فرجك يارب ","36.319242732,36.788684884",IS,0,828,179,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,yes,community_representatives youth_committee,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,1_25_percent,1_25_percent,yes,0,26_50_percent,76_99_percent,51_75_percent,1_25_percent,do_not_know,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,no,yes,food_baskets,0,monthly,0,0,2100,do_not_know,local_ngo,0,0,tents,0,190,0,0,0,0,0,0,0,75,0,do_not_know,do_not_know,do_not_know,do_not_know,76_99_percent,do_not_know,0,0,0,trucked_water_purchased,0,27,2,10,10,0,0,0,0,0,0,yes,yes,2,4.5,2,0,0,yes,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.319242732,36.788684884
April 2018,SY07,SY0703,SY070301,C4131,CP000306,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Liyajlikum/ لأجلكم,"Fateh Aleslam/ فتح الاسلام ","36.226132732,36.630274884",IS,0,357,59,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,yes,community_representatives youth_committee,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,1_25_percent,1_25_percent,yes,0,26_50_percent,76_99_percent,51_75_percent,1_25_percent,do_not_know,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,no,yes,food_baskets,0,monthly,0,0,2100,do_not_know,local_ngo,0,0,tents,0,95,0,0,0,0,0,0,0,50,0,do_not_know,do_not_know,do_not_know,do_not_know,76_99_percent,do_not_know,0,0,0,trucked_water_purchased,0,27,2,10,10,0,0,0,0,0,0,yes,yes,2,4.5,2,0,0,yes,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.226132732,36.630274884
April 2018,SY07,SY0703,SY070301,C4131,CP000307,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Afamia/ افاميا,"36.374172732,36.641074884",IS,0,559,134,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns,0,0,do_not_know,0,0,0,0,0,private,pay_rent,51_75_percent,1_25_percent,1_25_percent,yes,0,51_75_percent,26_50_percent,1_25_percent,do_not_know,do_not_know,generator,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances criminality,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,150,0,0,0,0,0,0,0,50,0,do_not_know,do_not_know,do_not_know,do_not_know,51_75_percent,do_not_know,0,0,0,trucked_water_free,0,27,2,8,8,0,0,0,0,0,0,yes,do_not_know,2,4.5,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.374172732,36.641074884
April 2018,SY07,SY0703,SY070301,C4131,CP000308,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,"Ahbab Al Rasoul/ احباب الرسول ","36.322882732,36.733684884",IS,0,558,145,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,do_not_know,0,0,0,0,0,private,pay_rent,26_50_percent,26_50_percent,1_25_percent,yes,0,51_75_percent,51_75_percent,26_50_percent,1_25_percent,1_25_percent,generator,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,198,0,0,0,0,0,0,0,55,0,do_not_know,do_not_know,do_not_know,do_not_know,26_50_percent,do_not_know,0,0,0,trucked_water_free wells pipeline,0,27,4,8,8,0,0,0,0,0,0,yes,do_not_know,2,4.5,2,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,1,51_75_percent,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.322882732,36.733684884
April 2018,SY07,SY0703,SY070301,C4131,CP000309,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,"Al Radwan/ الرضوان ","36.214582732,36.640624884",IS,0,59,227,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns,0,0,do_not_know,0,0,0,0,0,private,pay_rent,51_75_percent,1_25_percent,1_25_percent,yes,0,51_75_percent,26_50_percent,1_25_percent,do_not_know,do_not_know,generator,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances criminality,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,65,0,0,0,0,0,0,0,50,0,do_not_know,do_not_know,do_not_know,do_not_know,51_75_percent,do_not_know,0,0,0,trucked_water_free,0,27,2,8,8,0,0,0,0,0,0,yes,do_not_know,2,4.5,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.214582732,36.640624884
April 2018,SY07,SY0703,SY070301,C4131,CP000310,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,"Alebaa/ الاباء ","36.271637,36.696107",IS,0,683,158,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns,0,0,do_not_know,0,0,0,0,0,private,pay_rent,51_75_percent,1_25_percent,1_25_percent,yes,0,51_75_percent,26_50_percent,1_25_percent,do_not_know,do_not_know,generator,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances criminality,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,156,0,0,0,0,0,0,0,50,0,do_not_know,do_not_know,do_not_know,do_not_know,51_75_percent,do_not_know,0,0,0,trucked_water_free,0,27,2,8,8,0,0,0,0,0,0,yes,do_not_know,2,4.5,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,no,0,36.271637,36.696107
April 2018,SY07,SY0703,SY070301,C4131,CP000311,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,"Nasret Al Rasoul/ نصرة الرسول ","36.257992732,36.768944884",IS,0,567,144,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns,0,0,do_not_know,0,0,0,0,0,private,pay_rent,51_75_percent,1_25_percent,1_25_percent,yes,0,51_75_percent,26_50_percent,1_25_percent,do_not_know,do_not_know,generator,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances criminality,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,155,0,0,0,0,0,0,0,50,0,do_not_know,do_not_know,do_not_know,do_not_know,51_75_percent,do_not_know,0,0,0,trucked_water_free,0,27,2,8,8,0,0,0,0,0,0,yes,do_not_know,2,4.5,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.257992732,36.768944884
April 2018,SY07,SY0703,SY070301,C4131,CP000313,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Ataa 7a (Ataa Almara Alkwaityeh 1)/ عطاء 7a  - عطاء المرأة الكويتية 1,"36.370162732,36.725224884",PC,11000,1019,225,29,30,79,90,59,60,39,40,232,272,41,48,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict,0,yes,no,0,0,0,0,0,private,pay_rent,51_75_percent,51_75_percent,76_99_percent,no,0,51_75_percent,51_75_percent,51_75_percent,51_75_percent,1_25_percent,generator,0,yes,solar_energy,0,2,0,0,no,no,no,26_50_percent,51_75_percent,armed_violence kidnapping_disappearances,0,26,6,8,5,0,0,9,6,15,no,no,no,no,0,0,0,0,0,0,0,io ingo other_specify,Ataa&wfp,0,tents,0,222,0,0,0,0,0,0,3,32,0,76_99_percent,76_99_percent,1_25_percent,51_75_percent,76_99_percent,no,0,0,0,trucked_water_free,0,15,36,18,18,150,0,0,0,200,0,yes,no,2,20,0,0,0,yes,no,no,yes,collective_bin,0,no,no,0,yes,1_25_percent,26_50_percent,1_25_percent,26_50_percent,no,1,26_50_percent,no,0,0,0,0,0,no,0,0,0,0,0,no,0,36.370162732,36.725224884
April 2018,SY07,SY0703,SY070301,C4131,CP000314,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Ataa 7b (Ataa Almara Alkwaityeh 2)/ عطاء 7b  - عطاء المرأة الكويتية 2,"36.205152732,36.638444884",PC,8000,1232,222,30,49,80,148,60,99,40,66,255,306,45,54,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict,0,yes,no,0,0,0,0,0,private,pay_rent,51_75_percent,51_75_percent,51_75_percent,no,0,51_75_percent,51_75_percent,76_99_percent,51_75_percent,1_25_percent,generator,0,yes,solar_energy,0,2,0,0,no,no,no,26_50_percent,76_99_percent,armed_violence kidnapping_disappearances,0,19,5,4,7,0,0,9,6,6,no,no,no,no,0,0,0,0,0,0,0,local_ngo io other_specify,Ataa&wfp,0,tents,0,222,0,0,0,0,0,0,3,14,0,76_99_percent,76_99_percent,76_99_percent,76_99_percent,76_99_percent,no,0,0,0,trucked_water_free,0,15,24,12,12,190,0,0,0,222,0,yes,no,2,20,0,0,0,yes,no,no,yes,collective_bin,0,no,no,no,yes,1_25_percent,1_25_percent,1_25_percent,26_50_percent,no,1,51_75_percent,no,0,0,0,0,0,no,0,0,0,0,0,no,0,36.205152732,36.638444884
April 2018,SY07,SY0703,SY070301,C4131,CP000315,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Ataa 8 (Shabab Al Khayr 2)/ عطاء 8 - شباب الخير 2,"36.252352732,36.697724884",PC,18000,1642,334,57,57,152,173,114,76,77,331,368,58,64,66,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict lack_of_access_to_water lack_of_access_to_education,0,yes,no,0,0,0,0,0,private,pay_rent,51_75_percent,51_75_percent,26_50_percent,no,0,51_75_percent,51_75_percent,51_75_percent,76_99_percent,1_25_percent,generator,0,yes,solar_energy,0,2,0,0,no,no,yes,26_50_percent,76_99_percent,armed_violence kidnapping_disappearances,0,16,8,7,15,0,0,6,11,14,no,no,no,no,0,0,0,0,0,0,0,store_in_camp local_ngo other_specify,Ataa&wfp,0,tents,0,234,0,0,0,0,0,0,8,20,0,76_99_percent,76_99_percent,76_99_percent,76_99_percent,26_50_percent,no,0,0,0,trucked_water_purchased,0,15,60,30,30,66,0,0,0,334,0,yes,no,2,20,0,0,0,yes,no,yes,yes,collective_bin,0,yes,0,no,yes,0_percent,1_25_percent,1_25_percent,26_50_percent,no,1,51_75_percent,no,0,0,0,0,0,no,0,0,0,0,0,no,0,36.252352732,36.697724884
April 2018,SY07,SY0703,SY070301,C4131,CP000316,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Ataa 9a (Hamad Al Ammar 2)/ عطاء 9a - حمد العمار 2,"36.316972732,36.761984884",PC,7500,676,145,19,19,53,57,39,38,26,25,153,187,27,33,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns,0,yes,no,0,0,0,0,0,private,pay_rent,26_50_percent,26_50_percent,51_75_percent,no,0,51_75_percent,51_75_percent,51_75_percent,51_75_percent,0_percent,generator,0,yes,solar_energy,0,2,0,0,no,yes,yes,51_75_percent,76_99_percent,armed_violence kidnapping_disappearances,0,19,0,1,9,0,0,8,4,6,no,no,no,no,0,0,0,0,0,0,0,host_community_market io,0,0,tents,0,145,0,0,0,0,0,0,10,17,0,76_99_percent,76_99_percent,76_99_percent,76_99_percent,51_75_percent,no,0,0,0,trucked_water_free,0,15,24,12,12,90,0,0,0,145,0,yes,no,2,20,0,0,0,no,no,yes,yes,collective_bin,0,0,no,no,yes,26_50_percent,1_25_percent,1_25_percent,1_25_percent,no,1,51_75_percent,no,0,0,0,0,0,no,0,0,0,0,0,no,0,36.316972732,36.761984884
April 2018,SY07,SY0703,SY070301,C4131,CP000317,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Ataa 9b (Nasaem Alkhair)/ عطاء 9b - نسائم الخير,"36.207072732,36.667284884",PC,5500,859,160,22,27,60,81,45,54,30,36,170,216,30,38,camp_manager,0,0,0,0,0,0,0,0,0,0,0,fear_of_shelling safety_concerns,0,yes,no,0,0,0,0,0,private,pay_rent,51_75_percent,26_50_percent,51_75_percent,no,0,51_75_percent,51_75_percent,51_75_percent,51_75_percent,51_75_percent,generator,0,yes,solar_energy,0,2,0,0,no,no,no,26_50_percent,76_99_percent,armed_violence,0,19,8,6,8,0,0,8,6,6,no,no,no,no,0,0,0,0,0,0,0,store_in_camp local_ngo other_specify,Ataa&wfp,0,tents,0,146,0,0,0,0,0,0,3,19,0,76_99_percent,51_75_percent,76_99_percent,51_75_percent,76_99_percent,no,0,0,0,trucked_water_free,0,15,24,12,12,100,0,0,0,160,0,yes,no,2,20,0,0,3,yes,no,no,yes,collective_bin,0,no,no,no,yes,1_25_percent,1_25_percent,1_25_percent,1_25_percent,no,1,76_99_percent,no,0,0,0,0,0,no,0,0,0,0,0,no,0,36.207072732,36.667284884
April 2018,SY07,SY0703,SY070301,C4131,CP000318,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Salam/ سلام,"Abl Baydar/ قبل البيدر ","36.374842732,36.751344884",IS,0,223,55,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_education lack_of_access_to_health_services lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,26_50_percent,1_25_percent,yes,0,51_75_percent,51_75_percent,26_50_percent,0_percent,do_not_know,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,26_50_percent,76_99_percent,armed_violence aerial_attacks killing_executions criminality,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,60,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,2,10,10,0,0,0,0,0,0,yes,yes,0,0,0,0,0,do_not_know,0,0,0,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,التوعية,36.374842732,36.751344884
April 2018,SY07,SY0703,SY070301,C4131,CP000319,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Salam/ سلام,Al Goroub (and extension) / (والتوسع )  الغروب,"36.367132732,36.625524884",IS,0,780,159,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_education lack_of_access_to_health_services lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,26_50_percent,1_25_percent,yes,0,51_75_percent,51_75_percent,26_50_percent,0_percent,do_not_know,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,26_50_percent,76_99_percent,armed_violence aerial_attacks killing_executions criminality,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,100,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,2,10,10,0,0,0,0,0,0,yes,yes,0,0,0,0,0,do_not_know,0,0,0,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,التوعية,36.367132732,36.625524884
August 2017,SY07,SY0703,SY070301,C4131,CP000320,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Salam/ سلام,"Kafr Nabutha Alamal/ كفر نبوذه الامل ","36.365322732,36.743014884",IS,,397,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.365322732,36.743014884
April 2018,SY07,SY0703,SY070301,C4131,CP000321,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Salam/ سلام,"Kafr Nabutha Alhora/ كفر نبوذة الحرة ","36.382872732,36.749524884",IS,0,715,148,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_education lack_of_access_to_health_services lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,26_50_percent,1_25_percent,yes,0,51_75_percent,51_75_percent,26_50_percent,0_percent,do_not_know,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,26_50_percent,76_99_percent,armed_violence aerial_attacks killing_executions criminality,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,150,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,2,10,10,0,0,0,0,0,0,yes,yes,0,0,0,0,0,do_not_know,0,0,0,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,التوعية,36.382872732,36.749524884
